Id,Text,Created_At,State,Sentiment
1256382632436346881,"['know', 'engineers', 'fire', 'fighters', 'mangers', 'nurses', 'college', 'graduates', 'personally', 'enjoy', 'sex', 'work', 'free', 'time', 'whats', 'assumptions', 'today', '😂🤣', 'yall', 'lockdown', 'long', 'yall', 'started', 'worrying', 'peoples', 'lives']",2020-05-02,AL,1
1256367306852249601,"['jazzfest', 'home', 'broadcast', 'cool', 'check', 'meters', 'dr', 'john', 'allan', 'toussaint', 'professor', 'longhair']",2020-05-01,AL,1
1256363625868034051,"['baby', 'said', 'needed', 'model', 'final', 'demonstration', 'nursing', 'lives', 'hour', 'half', 'away', 'guess', 'currently', 'hour', 'half', 'away', 'home', '😇']",2020-05-01,AL,-1
1256356783989424129,"['even', 'lockdown', 'wait', 'time', 'peter', 'pan', 'somehow', '60', 'minutes']",2020-05-01,AL,1
1256348093240442885,"['seen', 'chick', 'post', 'dont', 'think', 'city', 'open', 'back', 'content', 'working', 'home', 'home', 'kid', '😑', 'selfishmuch', 'soo', 'abt', 'ppl', 'working', 'longer', 'provide', 'kids']",2020-05-01,AL,-1
1256323253427007488,"['nah', 'kay', 'ivey', 'democrat', 'sure', 'never', 'lockdown']",2020-05-01,AL,-1
1256317282462113793,"['least', 'go', '02', 'home']",2020-05-01,AL,-1
1256306357881286658,"['arent', 'relaxed', 'state', 'next', 'door', 'officially', 'whew', 'whats', 'worrisome', 'folks', 'raged', 'like', 'lockdown', 'even', 'folks', 'got', 'takeout', 'every', 'night', 'amp', 'rejecting', 'even', 'mild', 'measures', 'like', 'masks', 'amp', 'physical', 'distancing', 'restrictions', 'lift']",2020-05-01,AL,1
1256301445693014024,"['nicholas', 'sasser', 'passed', '2nd', 'ic3', 'exam', 'thanks', 'exams', 'home', 'option', 'cteworks']",2020-05-01,AL,1
1256301361324609538,"['today', 'mourned', 'return', 'coworkers', 'currently', 'working', 'home', 'dont', 'want', 'back🤣', 'westayed', 'essentialworkers', 'covid19', 'peaceandquiet']",2020-05-01,AL,1
1256298384895377408,"['check', 'blog', 'post', 'youre', 'feeling', 'lonely']",2020-05-01,AL,1
1256289959864160259,"['one', 'let', 'lockdown', 'last', 'two', 'years']",2020-05-01,AL,1
1256276769449140226,"['luau', 'home', 'please', 'support', 'impact', 'learning', 'donations', 'continue', 'support', 'people', 'jackson', 'county']",2020-05-01,AL,-1
1256265183003058178,"['best', 'part', 'working', 'home', 'going', 'walk', 'team', 'meetings', 'homeoffice', 'digitalteammeetings']",2020-05-01,AL,1
1256248684989296641,"['⚡️', 'expect', 'postlockdown', 'economy']",2020-05-01,AL,-1
1256244245633040384,"['changes', 'ap', 'exam', 'reading', 'home', 'invitation', 'process', 'start', 'happy', 'receive', 'today', 'mcslearn', 'bjhslearn', '…']",2020-05-01,AL,1
1256086255378599937,"['school', 'home', 'frustrating', 'amp', 'lonely', 'also', 'may', 'getting', 'tough', 'productive', 'time', 'passes', 'virtual', 'week', 'spiritual', 'emphasis', 'may', '48', 'want', 'encourage', 'students', 'allow', 'procrastination', 'hinder', 'finishingstrong', 'momentum']",2020-05-01,AL,1
1256045632881594378,"['everybody', 'know', 'matt', 'ryan', 'dumpster', 'juice', 'buddy', 'get', 'paid', 'brees', 'aint', 'nobody', 'fault', 'atl']",2020-05-01,AL,-1
1256045088263864322,"['whew', '🤧🤧🤧']",2020-05-01,AL,1
1256044678748745728,"['come', 'onn', 'nowwww']",2020-05-01,AL,-1
1255986311888080896,"['yes', 'shelter', 'place', 'great', 'job', 'stopping', 'murder', 'violence', 'april', 'keep', 'outstanding', 'work', 'birmingham']",2020-04-30,AL,-1
1255984612939042816,"['yes', 'shelter', 'place', 'great', 'job', 'stopping', 'murder', 'violence', 'april', 'keep', 'outstanding', 'work', 'birmingham']",2020-04-30,AL,-1
1255974433719795713,"['cant', 'lockdown', 'vaccine', 'developed']",2020-04-30,AL,-1
1255967632928509956,"['lockdown', 'productivity', 'spaceship', 'via', 'give', 'wonderful', 'explanation', 'survive', 'thrive', 'quarantine', 'great', 'watch', 'even', 'better', 'follow']",2020-04-30,AL,1
1255967361737383936,"['messed', 'around', 'elements', 'new', 'collage', '8', 'since', 'lockdown', 'framed', 'finished', 'pieces', 'elevating', 'ankle', 'studio', 'table', 'mull', 'whether', 'make', 'call', 'happy', 'hour', 'hour', 'early…']",2020-04-30,AL,1
1255959563561558017,"['michigan', 'politicians', 'wear', 'bulletproof', 'vests', 'armed', 'protesters', 'storm', 'capitol', 'protest', 'stayathome', 'orders', 'independent']",2020-04-30,AL,-1
1255956506534608896,"['hour', 'happy', 'hour', 'desk', 'one', 'best', 'things', 'work', 'home', '🍺']",2020-04-30,AL,1
1255935542199554048,"['im', 'working', 'home', 'doesnt', 'mean', 'im', 'busy', 'dont', 'know', 'people', 'thought', 'im', 'working', 'sitting', 'chilling', 'day', '😭😕']",2020-04-30,AL,-1
1255930589389225985,"['watched', 'home', '30', 'years', 'later', 'cried', 'lil', 'bit']",2020-04-30,AL,1
1255918345188147202,"['im', 'laughing', 'reality', 'daughter', 'husband', 'trying', 'work', 'home', 'energetic', '3', 'year', 'old']",2020-04-30,AL,1
1255894963184906245,"['interesting', 'im', 'planning', 'raid', 'office', 'point', 'books', 'laptop', 'stand', 'im', 'hoping', 'able', 'work', 'home', 'part', 'office', 'classroom', 'building', '75', 'instruction', 'held', 'suspect', 'well', 'go', 'hybrid', 'rather', 'full', 'remote']",2020-04-30,AL,-1
1255892537195274242,"['clean', 'air', 'europe', 'lockdown', 'leads', '11000', 'fewer', 'deaths', 'dirtyairkills']",2020-04-30,AL,-1
1255890679026405377,"['efforts', 'keep', 'pollution', 'lockdown', 'think', 'benefits', 'environment', 'health']",2020-04-30,AL,1
1255877592642719751,"['shelter', 'place', 'order', 'causing', 'go', 'crazy']",2020-04-30,AL,-1
1255851481187704833,"['working', 'home', 'shit', 'low', 'key', 'trash', 'miss', 'work', 'girlfriends😪']",2020-04-30,AL,-1
1255750521627062273,"['tuscaloosans', 'died', 'violence', 'past', 'two', 'days', 'whole', 'time', 'period', 'covid19', 'lockdown']",2020-04-30,AL,-1
1255702835007758336,"['nobody', 'told', 'working', 'home', 'would', 'mean', 'fight', 'dinosaurs', 'emersonj', 'montevallo', 'alabama']",2020-04-30,AL,-1
1255695038761361408,"['bought', 'boys', 'nintendo', 'labo', 'variety', 'kit', 'play', 'lockdown', 'cracking', 'man', 'thing', 'crazy', 'cool', 'cant', 'wait', 'spend', 'evenings', 'digging', 'builds']",2020-04-30,AL,1
1255683741030191105,"['majority', 'americans', 'support', 'another', 'two', 'weeks', 'lockdown', 'poll']",2020-04-30,AL,-1
1255666532195188737,"['😂😂😂', 'get', 'dealt', 'wit', 'jus', 'get', 'dealt', 'wit']",2020-04-30,AL,-1
1255657811683545089,"['watched', 'afrts', 'central', 'america', 'remember', 'feeling', 'happened', 'thousand', 'miles', 'home', 'proud', 'team']",2020-04-30,AL,-1
1255626471210733575,"['well', 'statistical', 'work', 'base', 'data', 'collected', 'models', 'used', 'impose', 'lockdown', 'much', 'info', 'come', 'surface', 'amp', 'doctors', 'coming', 'forth', 'asking', 'end', 'lockdown']",2020-04-29,AL,-1
1255619713952088064,"['much', 'love', 'working', 'home', 'time', 'start', 'looking', 'booths', 'rent', 'clientele', 'growing', 'amp', 'im', 'trying', 'expand', 'amp', 'room', 'cutting', 'anymore', '😭', 'idk', 'feel']",2020-04-29,AL,-1
1255613230950612994,"['case', 'anyone', 'wondering', 'like', 'work', 'home', 'kids', 'helpme']",2020-04-29,AL,-1
1255591705128075264,"['many', 'working', 'amp', 'learning', 'home', 'day', 'flightworksalabama', 'invites', 'parents', 'students', 'amp', 'teachers', 'take', 'aviation', 'knowledge', 'higher', 'altitude', 'online', 'education', 'activities', 'visit', 'see', 'make', 'fly', 'athome']",2020-04-29,AL,1
1255565692532817920,"['children', 'completing', 'activities', 'learning', 'school', 'home', 'distanceteaching']",2020-04-29,AL,1
1255545063838490627,"['pretty', 'crazy', 'football', 'program', 'lockdown', 'since', '1980']",2020-04-29,AL,1
1255540918746300417,"['well', 'im', 'working', 'home', 'may', '18th']",2020-04-29,AL,-1
1255517222585458689,"['usa', 'antilockdown', 'protesters', 'gather', 'trenton', 'war', 'memorial', 'via']",2020-04-29,AL,-1
1255514465493270531,"['people', 'advocating', 'extendthelockdown', 'job', 'working', 'home']",2020-04-29,AL,1
1255505286816817153,"['caught', 'another', 'former', 'falcon', 'week', 'heres', 'story', 'jmarick', 'woods', 'transferred', 'duke', 'michigan', 'december', 'hes', 'back', 'home', 'moment', 'working', 'players', 'joining', 'well']",2020-04-29,AL,-1
1255488193723580416,"['time', 'replay', 'ff10', 'since', 'working', 'home', 'boring']",2020-04-29,AL,-1
1255434255527788547,"['ds', 'benefit', 'covid19', 'lockdown', 'panic', 'qanon', 'wearethenewsnow', 'factsmatter', 'wwg1wga', 'wakeupamerica', 'unitednotdivided', 'saveamerica', 'greatawakening']",2020-04-29,AL,-1
1255322742582362114,"['ive', 'rewatching', 'rhony', 'everyday', 'shelter', 'place', 'order', 'say', 'jacqueline', 'immature', '🙄', 'annoying']",2020-04-29,AL,-1
1255321152567881728,"['new', 'employee', 'starting', 'tomorrowthis', 'different', 'since', 'working', 'home', 'interesting']",2020-04-29,AL,1
1255268447673634816,"['theres', 'someone', 'profiting', 'lockdown', 'whitehouse', 'serves', 'propaganda', 'folks', 'like']",2020-04-28,AL,-1
1255263144500432897,"['said', 'talk', 'governors', 'think', 'citizens', 'surrounding', 'states', 'form', 'shelter', 'place', 'orders', 'may', 'pressure', 'referring']",2020-04-28,AL,-1
1255253586965118980,"['really', 'sucks', 'cuz', 'lockdown', 'theres', 'literally', 'nothing', 'better', 'tweet', 'mount', 'tvs', 'get', 'bham', 'surrounding', 'areas']",2020-04-28,AL,-1
1255246704045101062,"['iron', 'city', 'lockdown', 'sessions', 'presents', 'chad', 'fisher', 'trio', 'live', 'thursday', '430', '8pm', 'join', 'facebook', 'livestream']",2020-04-28,AL,1
1255237207289409538,"['isnt', 'experts', 'enforce', 'lockdown', 'lockdowns', 'based', 'flawed', 'models', 'real', 'data', 'support', 'saying', 'place', 'faith', 'experts', 'amp', 'government']",2020-04-28,AL,-1
1257429036445335553,"['two', 'pairs', 'beat', 'death', 'every', 'season']",2020-05-04,AZ,-1
1257426337255567364,"['dont', 'know', 'yall', 'quarantine', 'shown', 'benefits', 'working', 'home', 'im', 'sure', 'go', 'back']",2020-05-04,AZ,1
1257425471865847808,"['yes', 'love', 'movie', 'didnt', 'keep', 'night', 'dog', 'lol', 'really', 'loving', 'lockdown', 'trivia', 'thanks', 'response']",2020-05-04,AZ,1
1257419127880388616,"['good', 'lockdown', 'shows', 'care', 'people', 'prayers', 'family', 'relatives', 'stay', 'home', 'stay', 'healthy', 'stay', 'alive']",2020-05-04,AZ,1
1257410997943500802,"['first', 'foreman', 'ezzey', 'digital', 'marketing', 'agency', 'said', 'team', 'experts', 'working', 'home', 'michael', 'hamburger', 'amp', 'ross', 'denny', 'assisted', 'thousands', 'work', 'home…']",2020-05-04,AZ,1
1257407382566522880,"['aim', 'trash']",2020-05-04,AZ,1
1257398554173280257,['frugal'],2020-05-04,AZ,1
1257393296839712775,"['downside', 'accessible', 'internet', '86', 'world']",2020-05-04,AZ,1
1257388009890209793,"['im', 'pretty', 'sure', 'james', 'harden', 'nike', 'saved', 'phone', 'pizza', 'hut', 'know', 'js😭']",2020-05-04,AZ,1
1257387570641743875,"['harden', 'usual']",2020-05-04,AZ,1
1257385245239803911,"['still', 'stay', 'home', 'order', 'barbershops', 'stil', 'close', 'restaurants', 'still', 'takeout', 'delivery', 'never', 'lockdown', 'though', 'still', 'technically', 'go', 'wherever']",2020-05-04,AZ,-1
1257382882181595137,"['wsj', 'factories', 'cut', 'output', 'jobs', 'coronavirus', 'lockdown', 'bites']",2020-05-04,AZ,1
1257382830344146944,"['know', 'anyone', 'wants', 'business', 'anyone', 'wants', 'work', 'home', 'schedule', 'tellem', 'dm']",2020-05-04,AZ,-1
1257381350937681928,"['ive', 'working', 'home', 'almost', '2', 'months', 'cats', 'still', 'realized', 'desk', 'time', 'come', 'attention', 'snuggles', 'lol']",2020-05-04,AZ,1
1257377843157270529,"['working', 'home', 'stayhome', 'quedateencasa', 'peoria', 'arizona']",2020-05-04,AZ,1
1257361605349736448,"['kind', 'behavior', 'encourages', 'come', 'trump', 'reelected', 'guardian', 'swastikas', 'nooses', 'governor', 'slams', 'racism', 'michigan', 'lockdown', 'protest', 'via']",2020-05-04,AZ,-1
1257360487290941448,"['dont', 'go', 'facebook', 'first', 'thing', 'see', 'people', 'comparing', 'lockdown', 'holocaust', 'believe', 'two', 'remotely', 'similar', 'going', 'punch', 'lungs', 'like', 'corona']",2020-05-04,AZ,1
1257350089040900099,"['week', 'number', 'working', 'home', 'longer', 'know', 'time', 'phoenix', 'arizona']",2020-05-04,AZ,-1
1257350081210126339,"['campaign', 'home', 'strategy', 'worked', 'william', 'mckinley']",2020-05-04,AZ,-1
1257328078222589952,"['got', 'pushed', 'state', 'lockdown', 'largely', 'whose', 'political', 'chops', 'digital', 'expertise', 'im', 'starting', 'appreciate', '15', 'countries', 'two', 'sheriffs', 'publicly', 'stated', 'wont', 'enforce', 'lockdown', 'superior', 'guv']",2020-05-04,AZ,-1
1257321212377567236,"['monday', 'im', 'working', 'home', 'pay', 'attention', '😂', '⠀⠀⠀⠀⠀⠀⠀⠀⠀', 'struggles', 'drinking', 'enough', 'water', '🙋🏼\u200d♀️', '⠀⠀⠀⠀⠀⠀⠀⠀⠀', 'well', 'ive', 'finally', 'found', 'system', 'works', 'maybe', 'itll', 'help…']",2020-05-04,AZ,1
1257302105884209154,"['hope', 'asks', 'az', 'tomorrow', 'visit', 'covid', 'stats', 'support', 'lockdown', 'measures', 'major', 'public', 'backlash']",2020-05-04,AZ,-1
1257297755510194177,"['may', '4th', 'working', 'home', 'watch', 'star', 'wars', 'day', 'sounds', 'like', 'plan', 'today']",2020-05-04,AZ,1
1257290901719638016,"['im', 'concerned', 'trump', 'ability', 'pardon', 'violence', 'avoided', 'costs', 'white', 'nationalists', 'disease', 'bringing', 'ground', 'first', 'step', 'dealing', 'lot', 'antilockdown', 'protesters', 'files', 'le']",2020-05-04,AZ,-1
1257239007034892289,"['shelter', 'place', 'haircuts', 'times', '😔']",2020-05-04,AZ,-1
1257217221010620416,"['thank', '❤', 'family', 'home', 'far', 'home', 'buddu🎚']",2020-05-04,AZ,1
1257208445763112965,"['would', 'asking', 'moves', 'late', 'lockdown', 'sunday']",2020-05-04,AZ,-1
1257204085649862657,"['whats', 'bad', 'aint', 'around', 'defend']",2020-05-04,AZ,-1
1257202496377729024,"['documentary', 'ends', 'jerry', 'krause', 'gonna', 'hated', 'person', 'america', 'dethroning', 'carole', 'baskin']",2020-05-04,AZ,-1
1257182771547521029,"['wow', 'didnt', 'know', 'fat', 'white', 'schmuck', 'bitter', 'everything', 'eat', 'neighbors', 'alex', 'jones', 'suggests', 'controversial', 'rant', 'lockdown']",2020-05-04,AZ,-1
1257172948617580546,"['nike', 'dont', 'ever', 'miss', 'check']",2020-05-04,AZ,1
1257169303557685249,"['anyone', 'else', 'notice', 'crazy', 'lockdown', 'cities', 'democrat', 'run', 'kick', 'people', 'wreck', 'local', 'economies', 'blame', 'trump', 'beg', 'bailout', 'money', 'people', 'never', 'see', 'cant', 'help']",2020-05-04,AZ,-1
1257141882951356416,"['guess', 'going', 'lockdown', 'forever']",2020-05-04,AZ,-1
1257136472320180224,"['gotta', 'stop', 'taking', 'early', 'dismissal', 'working', 'homemy', 'pto', 'bank', 'pretty', 'much', 'shot', '😂😂😂']",2020-05-04,AZ,-1
1257131247899340802,"['maybe', 'people', 'work', 'home', 'dont', 'worry', 'buy', 'foodpay', 'rent', 'sure', 'let', 'everyone', 'else', 'starve', 'long', 'youre', 'safe']",2020-05-04,AZ,-1
1257129257962049536,"['today', 'customer', 'said', 'face', 'know', 'im', 'going', 'remember', 'stop', 'talking', 'since', 'shelter', 'place', 'order', 'interactions', 'become', 'common', 'im', 'quite', 'tired', '😅']",2020-05-04,AZ,-1
1257126097763700740,"['spoken', 'long', 'time', 'ever', 'since', 'lockdown', 'coronavirus', 'rest', 'sure', 'family', 'fine', 'hope', 'youre', 'right', 'really', 'missed', 'guys', 'hope', 'come', 'back', 'soon']",2020-05-04,AZ,-1
1257115317051863040,"['damn', 'left', 'piercing', 'closed']",2020-05-04,AZ,-1
1257115196134313984,"['literally', 'nothing', 'lockdown']",2020-05-04,AZ,-1
1257105810477346817,"['black', 'jedi', 'robe', 'intended', 'wear', 'wdw', 'two', 'weeks', 'ago', 'probably', 'wear', 'work', 'home']",2020-05-04,AZ,1
1257105583468974080,"['lockdown', 'means', 'home', 'self', 'tape', 'commercial', 'auditions', '🎥🎥']",2020-05-04,AZ,-1
1257095434746515456,"['even', 'lockdown', 'gets']",2020-05-03,AZ,1
1257095034966433793,"['sounds', 'like', 'work', 'sales', 'home', 'run', 'business', 'understand', 'well']",2020-05-03,AZ,-1
1257086045222510592,"['hiring', 'lockdown', 'start', 'loosen', '2', 'weeks', 'need', 'baristas', 'looking', 'fun', 'fast', 'high', 'energy', 'peeps', 'dm', 'serafina', 'coffee', 'roasters']",2020-05-03,AZ,1
1257077592131112961,"['dim', 'govs', 'determined', 'destroy', 'useconomy', 'starting', 'states', 'oregon', 'gov', 'kate', 'brown', 'extends', 'lockdown', 'july', '6', 'despite', 'ranking', '40th', 'state', 'coronavirus', 'list', '104', 'deaths', 'state', '4', 'million']",2020-05-03,AZ,-1
1257076713936191488,"['shutdown', 'unrest', 'ca', 'ny', 'thousands', 'across', 'nation', 'turn', 'lockdown', 'protests']",2020-05-03,AZ,-1
1257058385230323713,"['dimocrap', 'hoax', 'shutdown', 'unrest', 'ca', 'ny', 'thousands', 'across', 'nation', 'turn', 'lockdown', 'protests']",2020-05-03,AZ,-1
1257058137065971712,"['shutdown', 'unrest', 'ca', 'ny', 'thousands', 'across', 'nation', 'turn', 'lockdown', 'protests']",2020-05-03,AZ,-1
1257057773860188160,"['governor', 'pritzker', 'forces', 'illinois', 'residents', 'endless', 'lockdown', '—', 'caught', 'flying', 'wife', 'kids', 'florida']",2020-05-03,AZ,-1
1257053136084066304,"['powerhungry', 'idiot', 'new', 'mexico', 'governor', 'closes', 'roads', 'city', '22000', 'forces', 'strict', 'lockdown']",2020-05-03,AZ,-1
